"symbol","type","database"
"TGFB1","cytokin/chemokine_&_receptors","GSEA"
"TGFB2","cytokin/chemokine_&_receptors","Online resource"
"TGFB2","growth_factors_&_receptors","Online resource"
"TGFB2","predicted secreted protein","HPA"
"TGFB2","predicted secreted protein","VerSeDa"
"TGFB2","growth_factors_&_receptors","GOMF"
"TGFB2","cytokin/chemokine_&_receptors","KEGG"
"TGFB2","secreted protein","NABA"
"TGFB2","cytokin/chemokine_&_receptors","GSEA"
"TGFB3","cytokin/chemokine_&_receptors","Online resource"
"TGFB3","growth_factors_&_receptors","Online resource"
"TGFB3","predicted secreted protein","HPA"
"TGFB3","predicted secreted protein","VerSeDa"
"TGFB3","growth_factors_&_receptors","GOMF"
"TGFB3","cytokin/chemokine_&_receptors","KEGG"
"TGFB3","secreted protein","NABA"
"TGFB3","cytokin/chemokine_&_receptors","GSEA"
"TGFBI","predicted secreted protein","HPA"
"TGFBR1","cytokin/chemokine_&_receptors","Online resource"
"TGFBR1","growth_factors_&_receptors","Online resource"
"TGFBR1","growth_factors_&_receptors","GOMF"
"TGFBR1","cytokin/chemokine_&_receptors","KEGG"
"TGFBR2","cytokin/chemokine_&_receptors","Online resource"
"TGFBR2","growth_factors_&_receptors","Online resource"
"TGFBR2","growth_factors_&_receptors","GOMF"
"TGFBR2","cytokin/chemokine_&_receptors","KEGG"
"TGFBR3","growth_factors_&_receptors","Online resource"
"TGFBR3","growth_factors_&_receptors","GOMF"
"TGFBR3L","growth_factors_&_receptors","Online resource"
"TGM2","predicted secreted protein","HPA"
"THBS1","growth_factors_&_receptors","Online resource"
"THBS1","predicted secreted protein","HPA"
"THBS1","growth_factors_&_receptors","GOMF"
"THBS2","predicted secreted protein","HPA"
"THBS3","predicted secreted protein","HPA"
"THBS4","growth_factors_&_receptors","Online resource"
"THBS4","predicted secreted protein","HPA"
"THBS4","predicted secreted protein","VerSeDa"
"THBS4","growth_factors_&_receptors","GOMF"
"THEM6","predicted secreted protein","HPA"
"THEM6","predicted secreted protein","VerSeDa"
"THNSL2","predicted secreted protein","HPA"
"THPO","growth_factors_&_receptors","Online resource"
"THPO","cytokin/chemokine_&_receptors","Online resource"
"THPO","hormones_&_receptors","Online resource"
"THPO","predicted secreted protein","HPA"
"THPO","predicted secreted protein","VerSeDa"
"THPO","growth_factors_&_receptors","GOMF"
"THPO","secreted protein","NABA"
"THPO","cytokin/chemokine_&_receptors","GSEA"
"THRA","hormones_&_receptors","Online resource"
"THRB","hormones_&_receptors","Online resource"
"THSD4","predicted secreted protein","VerSeDa"
"TIAM1","cytokin/chemokine_&_receptors","WP"
"TIAM2","cytokin/chemokine_&_receptors","WP"
"TIMM50","growth_factors_&_receptors","Online resource"
"TIMM50","growth_factors_&_receptors","GOMF"
"TIMP1","growth_factors_&_receptors","Online resource"
"TIMP1","predicted secreted protein","HPA"
"TIMP1","growth_factors_&_receptors","GOMF"
"TIMP2","predicted secreted protein","HPA"
"TIMP2","predicted secreted protein","VerSeDa"
"TIMP3","predicted secreted protein","HPA"
"TIMP4","predicted secreted protein","HPA"
"TIMP4","predicted secreted protein","VerSeDa"
"TINAG","predicted secreted protein","HPA"
"TINAGL1","predicted secreted protein","HPA"
"TINAGL1","predicted secreted protein","VerSeDa"
"TLL1","predicted secreted protein","HPA"
"TLL1","predicted secreted protein","VerSeDa"
"TLL2","predicted secreted protein","HPA"
"TLL2","predicted secreted protein","VerSeDa"
"TLR5","growth_factors_&_receptors","Online resource"
"TLR5","growth_factors_&_receptors","GOMF"
"TLR9","growth_factors_&_receptors","Online resource"
"TLR9","growth_factors_&_receptors","GOMF"
"TMEM25","predicted secreted protein","VerSeDa"
"TNC","predicted secreted protein","HPA"
"TNC","predicted secreted protein","VerSeDa"
"TNC","cytokin/chemokine_&_receptors","GSEA"
"TNF","cytokin/chemokine_&_receptors","Online resource"
"TNF","predicted secreted protein","HPA"
"TNF","cytokin/chemokine_&_receptors","KEGG"
"TNF","secreted protein","NABA"
"TNF","cytokin/chemokine_&_receptors","GSEA"
"TNFAIP6","predicted secreted protein","HPA"
"TNFRSF10A","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF10A","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF10B","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF10B","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF10C","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF10C","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF10D","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF10D","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF11A","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF11A","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF11B","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF11B","predicted secreted protein","HPA"
"TNFRSF11B","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF11B","cytokin/chemokine_&_receptors","GSEA"
"TNFRSF12A","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF12A","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF13B","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF13B","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF13C","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF13C","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF14","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF14","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF17","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF17","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF18","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF18","predicted secreted protein","VerSeDa"
"TNFRSF18","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF19","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF19","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF1A","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF1A","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF1B","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF1B","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF21","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF21","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF25","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF25","predicted secreted protein","VerSeDa"
"TNFRSF25","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF4","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF4","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF6B","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF6B","predicted secreted protein","HPA"
"TNFRSF6B","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF8","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF8","cytokin/chemokine_&_receptors","KEGG"
"TNFRSF9","cytokin/chemokine_&_receptors","Online resource"
"TNFRSF9","cytokin/chemokine_&_receptors","KEGG"
"TNFSF10","cytokin/chemokine_&_receptors","Online resource"
"TNFSF10","cytokin/chemokine_&_receptors","KEGG"
"TNFSF10","secreted protein","NABA"
"TNFSF10","cytokin/chemokine_&_receptors","GSEA"
"TNFSF11","cytokin/chemokine_&_receptors","Online resource"
"TNFSF11","predicted secreted protein","VerSeDa"
"TNFSF11","cytokin/chemokine_&_receptors","KEGG"
"TNFSF11","secreted protein","NABA"
"TNFSF11","cytokin/chemokine_&_receptors","GSEA"
"TNFSF12","cytokin/chemokine_&_receptors","Online resource"
"TNFSF12","predicted secreted protein","HPA"
"TNFSF12","cytokin/chemokine_&_receptors","KEGG"
"TNFSF12","secreted protein","NABA"
"TNFSF12","cytokin/chemokine_&_receptors","GSEA"
"TNFSF13","cytokin/chemokine_&_receptors","Online resource"
"TNFSF13","predicted secreted protein","HPA"
"TNFSF13","cytokin/chemokine_&_receptors","KEGG"
"TNFSF13","secreted protein","NABA"
"TNFSF13","cytokin/chemokine_&_receptors","GSEA"
"TNFSF13B","cytokin/chemokine_&_receptors","Online resource"
"TNFSF13B","predicted secreted protein","VerSeDa"
"TNFSF13B","cytokin/chemokine_&_receptors","KEGG"
"TNFSF13B","secreted protein","NABA"
"TNFSF13B","cytokin/chemokine_&_receptors","GSEA"
"TNFSF14","cytokin/chemokine_&_receptors","Online resource"
"TNFSF14","cytokin/chemokine_&_receptors","KEGG"
"TNFSF14","secreted protein","NABA"
"TNFSF14","cytokin/chemokine_&_receptors","GSEA"
"TNFSF15","cytokin/chemokine_&_receptors","Online resource"
"TNFSF15","predicted secreted protein","HPA"
"TNFSF15","cytokin/chemokine_&_receptors","KEGG"
"TNFSF15","secreted protein","NABA"
"TNFSF15","cytokin/chemokine_&_receptors","GSEA"
"TNFSF18","cytokin/chemokine_&_receptors","Online resource"
"TNFSF18","cytokin/chemokine_&_receptors","KEGG"
"TNFSF18","secreted protein","NABA"
"TNFSF18","cytokin/chemokine_&_receptors","GSEA"
"TNFSF4","cytokin/chemokine_&_receptors","Online resource"
"TNFSF4","cytokin/chemokine_&_receptors","KEGG"
"TNFSF4","secreted protein","NABA"
"TNFSF4","cytokin/chemokine_&_receptors","GSEA"
"TNFSF8","cytokin/chemokine_&_receptors","Online resource"
"TNFSF8","cytokin/chemokine_&_receptors","KEGG"
"TNFSF8","secreted protein","NABA"
"TNFSF8","cytokin/chemokine_&_receptors","GSEA"
"TNFSF9","cytokin/chemokine_&_receptors","Online resource"
"TNFSF9","cytokin/chemokine_&_receptors","KEGG"
"TNFSF9","secreted protein","NABA"
"TNFSF9","cytokin/chemokine_&_receptors","GSEA"
"TNK2","growth_factors_&_receptors","Online resource"
"TNK2","growth_factors_&_receptors","GOMF"
"TNN","predicted secreted protein","HPA"
"TNR","predicted secreted protein","HPA"
"TNXB","predicted secreted protein","HPA"
"TOLLIP","growth_factors_&_receptors","Online resource"
"TOLLIP","growth_factors_&_receptors","GOMF"
"TOR2A","hormones_&_receptors","Online resource"
"TOR2A","predicted secreted protein","HPA"
"TOR2A","predicted secreted protein","VerSeDa"
"TOR2A","cytokin/chemokine_&_receptors","GSEA"
"TPO","cytokin/chemokine_&_receptors","KEGG"
"TPO","secreted protein","NABA"
"TPSAB1","predicted secreted protein","HPA"
"TPSAB1","predicted secreted protein","VerSeDa"
"TPSB2","predicted secreted protein","HPA"
"TPSD1","predicted secreted protein","VerSeDa"
"TREM1","predicted secreted protein","VerSeDa"
"TREML4","predicted secreted protein","VerSeDa"
"TRH","hormones_&_receptors","Online resource"
"TRH","predicted secreted protein","HPA"
"TRH","predicted secreted protein","VerSeDa"
"TRH","cytokin/chemokine_&_receptors","GSEA"
"TRIM16","growth_factors_&_receptors","Online resource"
"TRIM16","growth_factors_&_receptors","GOMF"
"TRIP6","growth_factors_&_receptors","Online resource"
"TRIP6","growth_factors_&_receptors","GOMF"
"TSHB","hormones_&_receptors","Online resource"
"TSHB","predicted secreted protein","HPA"
"TSHB","hormones_&_receptors","REACTOME"
"TSHB","cytokin/chemokine_&_receptors","GSEA"
"TSHR","hormones_&_receptors","REACTOME"
"TSKU","growth_factors_&_receptors","Online resource"
"TSKU","predicted secreted protein","HPA"
"TSKU","growth_factors_&_receptors","GOMF"
"TSLP","growth_factors_&_receptors","Online resource"
"TSLP","cytokin/chemokine_&_receptors","Online resource"
"TSLP","predicted secreted protein","HPA"
"TSLP","predicted secreted protein","VerSeDa"
"TSLP","growth_factors_&_receptors","GOMF"
"TSLP","cytokin/chemokine_&_receptors","KEGG"
"TSLP","cytokin/chemokine_&_receptors","GSEA"
"TSPEAR","predicted secreted protein","HPA"
"TSPO","hormones_&_receptors","Online resource"
"TTC9B","predicted secreted protein","HPA"
"TTR","hormones_&_receptors","Online resource"
"TTR","predicted secreted protein","HPA"
"TUFT1","predicted secreted protein","HPA"
"TULP2","predicted secreted protein","HPA"
"TWSG1","growth_factors_&_receptors","Online resource"
"TWSG1","predicted secreted protein","HPA"
"TWSG1","growth_factors_&_receptors","GOMF"
"TXLNA","cytokin/chemokine_&_receptors","GSEA"
"TYK2","hormones_&_receptors","Online resource"
"TYK2","hormones_&_receptors","GOMF"
"TYMP","growth_factors_&_receptors","Online resource"
"TYMP","growth_factors_&_receptors","GOMF"
"TYMP","cytokin/chemokine_&_receptors","GSEA"
"UCMA","predicted secreted protein","HPA"
"UCMA","predicted secreted protein","VerSeDa"
"UCN","hormones_&_receptors","Online resource"
"UCN","predicted secreted protein","HPA"
"UCN","cytokin/chemokine_&_receptors","GSEA"
"UCN2","hormones_&_receptors","Online resource"
"UCN2","predicted secreted protein","HPA"
"UCN2","predicted secreted protein","VerSeDa"
"UCN2","cytokin/chemokine_&_receptors","GSEA"
"UCN3","hormones_&_receptors","Online resource"
"UCN3","predicted secreted protein","HPA"
"UCN3","predicted secreted protein","VerSeDa"
"UCN3","cytokin/chemokine_&_receptors","GSEA"
"UMOD","predicted secreted protein","VerSeDa"
"UTS2","hormones_&_receptors","Online resource"
"UTS2","predicted secreted protein","HPA"
"UTS2","predicted secreted protein","VerSeDa"
"UTS2","cytokin/chemokine_&_receptors","GSEA"
"UTS2B","hormones_&_receptors","Online resource"
"UTS2B","predicted secreted protein","HPA"
"UTS2B","cytokin/chemokine_&_receptors","GSEA"
"VASH1","predicted secreted protein","HPA"
"VASH2","predicted secreted protein","HPA"
"VASN","growth_factors_&_receptors","Online resource"
"VASN","growth_factors_&_receptors","GOMF"
"VAV1","cytokin/chemokine_&_receptors","WP"
"VAV2","growth_factors_&_receptors","Online resource"
"VAV2","growth_factors_&_receptors","GOMF"
"VAV2","cytokin/chemokine_&_receptors","WP"
"VAV3","growth_factors_&_receptors","Online resource"
"VAV3","growth_factors_&_receptors","GOMF"
"VAV3","cytokin/chemokine_&_receptors","WP"
"VCAN","predicted secreted protein","HPA"
"VEGFA","growth_factors_&_receptors","Online resource"
"VEGFA","predicted secreted protein","HPA"
"VEGFA","predicted secreted protein","VerSeDa"
"VEGFA","growth_factors_&_receptors","GOMF"
"VEGFA","cytokin/chemokine_&_receptors","KEGG"
"VEGFA","secreted protein","NABA"
"VEGFA","cytokin/chemokine_&_receptors","GSEA"
"VEGFB","growth_factors_&_receptors","Online resource"
"VEGFB","predicted secreted protein","HPA"
"VEGFB","predicted secreted protein","VerSeDa"
"VEGFB","growth_factors_&_receptors","GOMF"
"VEGFB","cytokin/chemokine_&_receptors","KEGG"
"VEGFB","secreted protein","NABA"
"VEGFB","cytokin/chemokine_&_receptors","GSEA"
"VEGFC","growth_factors_&_receptors","Online resource"
"VEGFC","predicted secreted protein","HPA"
"VEGFC","growth_factors_&_receptors","GOMF"
"VEGFC","cytokin/chemokine_&_receptors","KEGG"
"VEGFC","secreted protein","NABA"
"VEGFC","cytokin/chemokine_&_receptors","GSEA"
"VEGFD","growth_factors_&_receptors","Online resource"
"VEGFD","predicted secreted protein","HPA"
"VEGFD","growth_factors_&_receptors","GOMF"
"VEGFD","cytokin/chemokine_&_receptors","KEGG"
"VEGFD","secreted protein","NABA"
"VEGFD","cytokin/chemokine_&_receptors","GSEA"
"VGF","hormones_&_receptors","Online resource"
"VGF","growth_factors_&_receptors","Online resource"
"VGF","predicted secreted protein","HPA"
"VGF","predicted secreted protein","VerSeDa"
"VGF","growth_factors_&_receptors","GOMF"
"VGF","cytokin/chemokine_&_receptors","GSEA"
"VIP","hormones_&_receptors","Online resource"
"VIP","predicted secreted protein","HPA"
"VIP","predicted secreted protein","VerSeDa"
"VIP","cytokin/chemokine_&_receptors","GSEA"
"VIPR1","hormones_&_receptors","Online resource"
"VIPR2","hormones_&_receptors","Online resource"
"VIT","predicted secreted protein","HPA"
"VMO1","predicted secreted protein","HPA"
"VMO1","predicted secreted protein","VerSeDa"
"VNN3","predicted secreted protein","HPA"
"VNN3","predicted secreted protein","VerSeDa"
"VSTM2A","predicted secreted protein","HPA"
"VSTM2A","predicted secreted protein","VerSeDa"
"VSTM2L","predicted secreted protein","HPA"
"VSTM4","predicted secreted protein","VerSeDa"
"VTN","predicted secreted protein","HPA"
"VTN","predicted secreted protein","VerSeDa"
"VWA1","predicted secreted protein","HPA"
"VWA1","predicted secreted protein","VerSeDa"
"VWA2","predicted secreted protein","HPA"
"VWA3A","predicted secreted protein","HPA"
"VWA3A","predicted secreted protein","VerSeDa"
"VWA5B1","predicted secreted protein","HPA"
"VWA7","predicted secreted protein","HPA"
"VWA7","predicted secreted protein","VerSeDa"
"VWC2","predicted secreted protein","HPA"
"VWC2","secreted protein","NABA"
"VWC2L","predicted secreted protein","HPA"
"VWC2L","secreted protein","NABA"
"VWCE","predicted secreted protein","HPA"
"VWCE","predicted secreted protein","VerSeDa"
"VWDE","predicted secreted protein","HPA"
"VWDE","predicted secreted protein","VerSeDa"
"VWF","predicted secreted protein","HPA"
"VWF","predicted secreted protein","VerSeDa"
"WAS","cytokin/chemokine_&_receptors","WP"
"WASL","cytokin/chemokine_&_receptors","WP"
"WDR25","predicted secreted protein","HPA"
"WFDC1","predicted secreted protein","HPA"
"WFDC10A","predicted secreted protein","HPA"
"WFDC10B","predicted secreted protein","HPA"
"WFDC11","predicted secreted protein","HPA"
"WFDC12","predicted secreted protein","HPA"
"WFDC12","predicted secreted protein","VerSeDa"
